key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
113,113,72314,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Hieb
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Von der Rubin-Waffe inspirierte Blaumagie.
In dem Original wird die durch den eingebauten Dynamo erzeugte Energie genutzt, um Gegner niederzumähen. Diese Magie erlaubt es dem Anwender, den Mechanismus durch den Einsatz von Äther zu imitieren.",4,717,0,0,True,False,False,False,False,False,False,False,False,False,False,False
114,114,72315,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Titanias Lieblingsrune.
Basierend auf Runen, jener magischen Feensprache, wird Äther als Welle freigesetzt. Außerdem kann ein Phänomen beobachtet werden, welches dafür sorgt, dass ausgestoßener Äther des Zieles absorbiert wird.",4,657,0,0,True,True,False,False,False,False,False,False,False,False,False,False
115,115,72316,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★
","Das Vermächtnis des Prim-Eden.
Verzerrt die Dimension und sorgt für die Freigabe einer riesigen Menge Äther. Der Schaden ist gigantisch, aber um Verletzungen an sich selber zu vermeiden, muss der Anwender einen Schutzwall erschaffen, was die Ausführung des Zaubers verzögern kann.",4,653,0,0,True,False,False,False,False,False,False,False,False,False,False,True
116,116,72317,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
 ","Strafe der geläuterten Unzucht.
Ein Angriff mit gebündeltem Licht. Da dies nur eine Nachahmung des Originals ist, besteht kein Grund zur Sorge, dass das Ziel sich in einen Sünden<SoftHyphen/>ver<SoftHyphen/>tilger verwandelt.",4,659,0,0,True,False,False,False,False,False,False,False,False,False,False,False
117,117,72318,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
 ","Die Kraft des Sephirot.
Was im Original als Angriffsmagie verwendet wird, wurde hier in das Gegenteil umgekehrt und dient als schützendes Kraftfeld. Leider ist das Feld nicht besonders stabil, weswegen es entweder nur physische oder nur magische Angriffe abhalten kann. ",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
118,118,72319,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Physisch/Stich
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Die Schwere der Innozenz.
Eine Barrage aus herabfallenden Lanzen gleißenden Lichtes. Es wird gesagt, dass Lord Vauthry mit dieser Technik Sünden<SoftHyphen/>ver<SoftHyphen/>tilger zu Meol verarbeitete. Je öfter sie verwendet wird, desto näher kommt der Anwender der Allmächtigkeit. ",4,666,0,0,True,False,False,False,False,False,False,False,False,False,False,False
119,119,72320,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Der Blick von Edens Verheißung.
Der Anwender nutzt seine Augen als Äthergramme und sammelt solch riesige Mengen an Äther an, dass der Aufprall des Strahls für eine Druckwelle sorgt. Leider bekommt man durch die Benutzung des Zaubers sehr schnell trockene Augen.",4,758,0,0,True,False,False,False,False,False,False,False,False,False,False,False
120,120,72321,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★
","Aenc Thons süßes Geheimnis.
Diese Magie lässt Süßigkeiten vom Himmel regnen, die ebenso süßen Schmerz verursachen. Allerdings besteht der Schauer nicht aus<SoftHyphen/>schließ<SoftHyphen/>lich aus Zuckerstangen.",4,649,0,0,True,True,False,False,False,False,False,False,False,False,False,False
121,121,72322,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Feuer
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★
","Der ewige Schmerz des Lugus.
Diese Flammen gehen erst aus, wenn nichts mehr von dem Ziel übrig ist. Bei der Entwicklung dieser Blaumagie wurde etwas an der Stärke der Flammen gedreht, um Stadtbrände zu vermeiden. Für ein kleines Lagerfeuer reicht es aber immer noch.",4,692,0,0,True,False,False,False,False,False,False,False,False,False,False,False
122,122,72323,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Wasser
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Freude des Nixchens.
Eine riesige Menge Wasser wird zu einem Strudel verrührt und dann freigelassen. Was für Nixchen nur als kleines Planschbecken für ihren Nachwuchs fungiert, richtet unsereins fatalen Schaden an.",4,746,0,0,True,False,False,False,False,False,False,False,False,False,False,False
123,123,72324,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Therions Gedanken.
Diese Magie wird weder durch das Sprechen eines Spruches noch durch Runen beschworen, sondern allein mit der Kraft der Gedanken. Falls der Anwender das Ende herbeisehnen sollte, kann der Effekt auf unbestimmt lange Zeit anhalten.",4,652,0,0,True,False,False,False,False,False,False,False,False,False,False,False
124,124,72325,"<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Typus: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Magie
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Element: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>Neutral
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Rang: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>★★★★★
","Titanias Fluch und Segen.
Die Verflechtung von mehreren Ebenen an Runen sorgt für einen Wirbel aus Magie. In der Feensprache wird „Sterblichkeit“ zwar hauptsächlich herabschauend verwendet, Mitleid und Mitgefühl für unsereins schwingen aber auch mit.",4,657,0,0,True,False,False,False,False,False,False,False,False,False,False,False
