key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
179,3,243111,0,"Portion[p] Zitronen-Simulakrum",3,"Portionen[p] Zitronen-Simulakrum",1,0,1,1,0,"Zitronen-Simulakrum","Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 10<Indent/>%
Gewährt beim Landen eines kritischen Treffers 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blinzeln<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden
Maximal-Stapelzahl: 5
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
180,3,243112,0,"Portion[p] Stimulanzöl-Simulakrum",3,"Portionen[p] Stimulanzöl-Simulakrum",1,0,1,1,0,"Stimulanzöl-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 20<Indent/>%
Gewährt dir beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hochstimmung<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Ausgeteilter Schaden + 15<Indent/>%, erlittener Schaden - 8<Indent/>% 
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Ätherlinge] ",""
181,3,243113,0,"Portion[p] Schleim-Simulakrum",3,"Portionen[p] Schleim-Simulakrum",1,0,1,1,0,"Schleim-Simulakrum","Ausgeteilter Schaden + 30<Indent/>%
Erlittener Schaden - 30<Indent/>%
Verursacht beim Landen eines kritischen Treffers <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Albtraum<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
182,3,243114,0,"Portion[p] Pflanzensaft-Simulakrum",3,"Portionen[p] Pflanzensaft-Simulakrum",1,0,1,1,0,"Pflanzensaft-Simulakrum","Physische Verwundbarkeit - 40<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 20<Indent/>%
[Geeignet für: Schupplinge] ",""
183,3,243115,0,"Portion[p] Salz-Simulakrum",3,"Portionen[p] Salz-Simulakrum",1,0,1,1,0,"Salz-Simulakrum","Ausweichrate + 25<Indent/>%
Gewährt beim Ausweichen einer Attacke mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 15<Indent/>% <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Steinhaut<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Verringert erlittenen Schaden in Höhe von 12<Indent/>% der eigenen Maximal-LP.
Dauer: 60 Sekunden
[Geeignet für: Ätherlinge] ",""
184,3,243116,0,"Portion[p] Sirup-Simulakrum",3,"Portionen[p] Sirup-Simulakrum",1,0,1,1,0,"Sirup-Simulakrum","Ausgeteilter Schaden + 30<Indent/>%
Physische Verwundbarkeit - 30<Indent/>%
Verursacht beim Erleiden von Schaden mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 3<Indent/>% <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Paralyse<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Dauer: 30 Sekunden
[Geeignet für: Gezieferlinge] ",""
185,3,243117,0,"Portion[p] Frischkäse-Simulakrum",3,"Portionen[p] Frischkäse-Simulakrum",1,0,1,1,0,"Frischkäse-Simulakrum","Maximal-LP + 50<Indent/>%
Erlittener Schaden - 20<Indent/>%
Gewährt beim Erleiden von Schaden 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Verkürzt die Intervalle zwischen Auto-Attacken und die (Re-)Ak<SoftHyphen/>ti<SoftHyphen/>vie<SoftHyphen/>rungs<SoftHyphen/>zei<SoftHyphen/>ten von Waf<SoftHyphen/>fen<SoftHyphen/>fer<SoftHyphen/>tig<SoftHyphen/>kei<SoftHyphen/>ten und Zaubern um 3<Indent/>%.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 5
Regeneriert beim Verfüttern 26<Indent/>% LP bei der Bestie.
[Geeignet für: Saatlinge] ",""
186,3,243118,0,"Portion[p] Roteier-Simulakrum",3,"Portionen[p] Roteier-Simulakrum",1,0,1,1,0,"Roteier-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 15<Indent/>%
Ausgeteilter Schaden + 30<Indent/>%
Erteilt in bestimmten Intervallen Schaden.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",""
187,3,243119,0,"Portion[p] Toast-Simulakrum",3,"Portionen[p] Toast-Simulakrum",1,0,1,1,0,"Toast-Simulakrum","Magische Verwundbarkeit - 30<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
188,3,243120,0,"Portion[p] Maisbrot-Simulakrum",3,"Portionen[p] Maisbrot-Simulakrum",1,0,1,1,0,"Maisbrot-Simulakrum","Magische Verwundbarkeit - 40<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Maximal-LP + 15<Indent/>%
Regeneriert beim Verfüttern 10<Indent/>% LP bei der Bestie.
[Geeignet für: Gezieferlinge] ",""
189,3,243121,0,"Portion[p] Alraunen-Simulakrum",3,"Portionen[p] Alraunen-Simulakrum",1,0,1,1,0,"Alraunen-Simulakrum","Ausgeteilter physischer Schaden + 40<Indent/>%
Verursacht beim Landen von kritischen Treffern <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blind<UIGlow>01</UIGlow><UIForeground>01</UIForeground> bei der Bestie.
Dauer: 30 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
190,3,243122,0,"Portion[p] Tarantel-Simulakrum",3,"Portionen[p] Tarantel-Simulakrum",1,0,1,1,0,"Tarantel-Simulakrum","Kritische Trefferrate + 25<Indent/>%
Gewährt beim Landen eines kritischen Treffers 1 Stapel <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Schaden +<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.
Wirkung: Erhöht den ausgeteilten Schaden um 10<Indent/>%.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 5
[Geeignet für: Ätherlinge] ",""
191,3,243123,0,"Portion[p] Tollkirschen-Simulakrum",3,"Portionen[p] Tollkirschen-Simulakrum",1,0,1,1,0,"Tollkirschen-Simulakrum","Erlittener Schaden - 30<Indent/>%
Maximal-LP + 30<Indent/>%
Verursacht beim Erleiden von Schaden mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 3<Indent/>% <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stein<UIGlow>01</UIGlow><UIForeground>01</UIForeground> bei der Bestie.
Dauer: 30 Sekunden
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
192,3,243124,0,"Portion[p] Steak-Simulakrum",3,"Portionen[p] Steak-Simulakrum",1,0,1,1,0,"Steak-Simulakrum","Führt bei physischen Attacken des Gegners eine Konterattacke mit physischem Schlagschaden aus. Der Schaden der Konterattacke unterliegt dem Einfluss schadenswertstärkender Effekte von anderem Futter und Bändigerutensilien sowie der Stärke der Bestie.
Attacke-Wert: 350
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Schupplinge, Todlinge]",""
193,3,243125,0,"Portion[p] Rogen-Simulakrum",3,"Portionen[p] Rogen-Simulakrum",1,0,1,1,0,"Rogen-Simulakrum","Ausgeteilter physischer Schaden + 10<Indent/>%
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 30<Indent/>% einen Teil der TP zurück.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
194,3,243126,0,"Portion[p] Kräutertee-Simulakrum",3,"Portionen[p] Kräutertee-Simulakrum",1,0,1,1,0,"Kräutertee-Simulakrum","Gewährt der Bestie <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Steinhaut<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, wenn sie gerufen wird.
Wirkung: Verringert erlittenen Schaden um 24<Indent/>% der Maximal-LP.
Dauer: 60 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
195,3,243127,0,"Portion[p] Bienenwaben-Simulakrum",3,"Portionen[p] Bienenwaben-Simulakrum",1,0,1,1,0,"Bienenwaben-Simulakrum","Physische Verwundbarkeit - 30<Indent/>%
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 30<Indent/>% einen Teil der TP zurück.
[Geeignet für: Ätherlinge] ",""
196,3,243128,0,"Portion[p] Orangensaft-Simulakrum",3,"Portionen[p] Orangensaft-Simulakrum",1,0,1,1,0,"Orangensaft-Simulakrum","Ausgeteilter physischer Schaden + 30<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 15<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
197,3,243129,0,"Portion[p] Traubensaft-Simulakrum",3,"Portionen[p] Traubensaft-Simulakrum",1,0,1,1,0,"Traubensaft-Simulakrum","Ausgeteilter physischer Schaden + 30<Indent/>%
Attacke-Wert von <UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Ätherausbruch<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +50<Indent/>%
Maximal-LP - 80<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",""
198,3,243130,0,"Portion[p] Spieß-Simulakrum",3,"Portionen[p] Spieß-Simulakrum",1,0,1,1,0,"Spieß-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gemach<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 200<Indent/>%
Ausgeteilter physischer Schaden + 50<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
199,3,243131,0,"Portion[p] Ananassaft-Simulakrum",3,"Portionen[p] Ananassaft-Simulakrum",1,0,1,1,0,"Ananassaft-Simulakrum","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Gemach<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 200<Indent/>%
Ausgeteilter magischer Schaden + 50<Indent/>%
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",""
200,3,243132,0,"Portion[p] Austern-Simulakrum",3,"Portionen[p] Austern-Simulakrum",1,0,1,1,0,"Austern-Simulakrum","Gewährt der Bestie zu Kampfbeginn oder beim Rufen in einem laufenden Kampf 100 TP.
[Geeignet für: Wölklinge] ",""
201,3,243133,0,"Portion[p] Blauschimmelkäse-Simulakrum",3,"Portionen[p] Blauschimmelkäse-Simulakrum",1,0,1,1,0,"Blauschimmelkäse-Simulakrum","Führt bei magischen Attacken des Gegners eine elementneutrale magische Konterattacke aus. Der Schaden der Konterattacke unterliegt dem Einfluss magiestärkender Effekte von anderem Futter und Bändigerutensilien sowie der Intelligenz der Bestie.
Attacke-Wert: 350
[Geeignet für: Saatlinge, Woglinge] ",""
202,3,243134,0,"Portion[p] Hüttenkäse-Simulakrum",3,"Portionen[p] Hüttenkäse-Simulakrum",1,0,1,1,0,"Hüttenkäse-Simulakrum","Maximal-LP + 30<Indent/>%
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Hast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> + 15<Indent/>%
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr<SoftHyphen/>schein<SoftHyphen/>lich<SoftHyphen/>keit von 30<Indent/>% einen Teil der TP zurück.
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Gezieferlinge] ",""
203,3,243135,0,"Portion[p] Lassi-Simulakrum",3,"Portionen[p] Lassi-Simulakrum",1,0,1,1,0,"Lassi-Simulakrum","Maximal-LP + 30<Indent/>%
Regeneriert die LP beim Rasten im Zelt vollständig.
Regeneriert beim Verfüttern 18<Indent/>% LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge] ",""
204,0,0,0,"",0,"",0,0,1,0,0,"","",""
205,0,0,0,"",0,"",0,0,1,0,0,"","",""
