key,0,1,2,3,4,5,6,7,8,9,10
170,70314,0,5,40,4,114864,114264,114564,"Blaumagier - Kapitel 4","","Gogo der Mime ist besiegt. Doch wird deine Dominanz in der Arena zum Verhängnis für die Große Maskerade. Ohne einen fähigen Gegenspieler kommen immer weniger Zuschauer zu den Vorstellungen. Und so beginnt ein neues Abenteuer für Martyn und dich: Die Suche nach einem würdigen Antagonisten! "
171,70289,0,1,46,4,114866,114266,114566,"Neu entdecktes Abenteuer - Kapitel 2","Kapitel 2","Die Suche nach Azdaja, der Schwester Vrtras, welche vor 5000 Jahren spurlos verschwunden war, führt dich und deine Kameraden auf den dreizehnten Splitter. Jedoch wurde der einzige Zugang dorthin von den sogenannten „Elementarfürsten“, mächtigen Nichtswesen, welche im Dienste Golbez stehen, zerstört. Zusammen mit Zero, einem Halbwesen aus dem dreizehnten Splitter, beginnt somit die Suche nach einem neuen Weg zur Reise zwischen den Welten<Indent/>..."
172,70326,0,2,49,3,114870,114270,114570,"Aloalo","","Über Sharlayans Klauber erhält <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts die Anfrage eines gewissen Pasasun, der um Hilfe für Matsya bittet. Der Fischer sieht sich mit der Aufgabe konfrontiert, zu einer Insel namens Aloalo zu reisen. Da ihm alleine die Knie schlottern, benötigt er schlagkräftige Begleitung, um die zahlreichen Geheimnisse von Aloalo zu ergründen<Indent/>..."
173,70316,0,2,50,1,114871,114271,114571,"Die Reise des Louisoix","","In Ul'dah begegnet <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts einem jungen Schriftsteller namens Nananji. Er hat sich vorgenommen, eine Biografie über den großen Weisen Louisoix zu schreiben, und damit natürlich auch die Schlüsselereignisse der Siebten Katastrophe zu ergründen. Doch was spielte sich wirklich in dieser Zeit ab? Und was ging dabei in dem Mann vor, dem Eorzea so viel zu verdanken hat?"
174,70495,0,1,52,1,114872,114272,114572,"Dawntrail - Kapitel 1","Kapitel 1","Im weit entfernten Westen liegt der Kontinent Tural, welcher von der Vereinten Nation von Tuliyollal regiert wird. Wuk Lamat, die erste Prinzessin dieser Nation, hat die lange Reise nach Eorzea auf sich genommen, um dort Unterstützer für den kurz bevorstehenden Ritus der Thronfolge zu finden. Ihre größten Hoffnungen legt sie hierbei auf <If(PlayerParameter(4))>die Kriegerin<Else/>den Krieger</If> des Lichts, für <If(PlayerParameter(4))>die<Else/>den</If> sich somit der Vorhang zu einem brandneuen Abenteuer erhebt<Indent/>..."
175,70495,0,1,52,2,114873,114273,114573,"Dawntrail - Kapitel 2","Kapitel 2","Nachdem auch die letzte Prüfung bestanden wurde, findet der Ritus der Thronfolge mit der Thronbesteigung von Wuk Lamat und Koana sein triumphales Ende. Für <If(PlayerParameter(4))>die Kriegerin<Else/>den Krieger</If> des Lichts ist die Reise durch Tural hiermit jedoch noch lange nicht abgeschlossen. Stets auf der Suche nach Abenteuern bricht <If(PlayerParameter(4))>diese<Else/>dieser</If> in Begleitung von Erenville direkt in Richtung der als Xak Tural bekannten nördlichen Hälfte des Kontinents auf<Indent/>..."
176,70389,0,5,53,1,114874,114274,114574,"Viper","","Vipern sind geschickte und vor allem tödliche Krieger, die sich auf den Kampf gegen außer<SoftHyphen/>ordent<SoftHyphen/>lich starke Bestien spezialisiert haben - und das alles zum Schutze der Bevölkerung. Eine solche Viper trifft <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts in Ul'dah. Keshkwa, der eigentlich aus dem fernen Tural kommt, ist den ganzen weiten Weg nach Eorzea gereist. Doch weswegen? <If(PlayerParameter(4))>Die Kriegerin<Else/>Der Krieger</If> des Lichts begleitet ihn auf seiner Jagd und bekommt so faszinierende Einblicke in die Welt der Vipern."
177,70395,0,5,54,1,114875,114275,114575,"Piktomant","","<If(PlayerParameter(4))>Die Kriegern<Else/>Der Krieger</If> des Lichts ahnt auf <If(PlayerParameter(4))>ihrem<Else/>seinem</If> Spaziergang durch Gridania nichts Böses, da heftet sich ein Mogry an <If(PlayerParameter(4))>ihre<Else/>seine</If> Fersen und spricht von einer Kunst namens Piktomantie - das magische Malen. Als sich <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts auch an dieser besonderen Art der Zauberei versucht, tritt <If(PlayerParameter(4))>ihre<Else/>seine</If> bunte Fantasie eine Kette von Ereignissen los, die <If(PlayerParameter(4))>ihr<Else/>ihm</If> das wahre Herz der Piktomantie offenbaren soll<Indent/>..."
178,70359,70418,4,41,3,114876,114276,114576,"Rollenaufträge: Verteidiger (Dawntrail)","","Freigeist ist eine schurkische Organisation, die nichts Geringeres im Sinn hat, als Aufstände anzuzetteln und Staaten zu stürzen. Seine Mitglieder agieren auf der ganzen Welt und machen sich die Macht von gestohlenen Artefakten aus Tural zunutze, um ihre Pläne umzusetzen.
Um eines dieser Artefakte wieder zu seinen rechtmäßigen Besitzern zu<SoftHyphen/>rück<SoftHyphen/>zu<SoftHyphen/>brin<SoftHyphen/>gen, forscht <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts gemeinsam mit Tentoawa in Ishgard nach. So beginnt ein erbitterter Kampf um das Artefakt, dem die Macht des Schlafes innewohnt<Indent/>..."
179,70365,70418,6,42,3,114877,114277,114577,"Rollenaufträge: Heiler (Dawntrail)","","Freigeist ist eine schurkische Organisation, die nichts Geringeres im Sinn hat, als Aufstände anzuzetteln und Staaten zu stürzen. Seine Mitglieder agieren auf der ganzen Welt und machen sich die Macht von gestohlenen Artefakten aus Tural zunutze, um ihre Pläne umzusetzen.
Um eines dieser Artefakte wieder zu seinen rechtmäßigen Besitzern zu<SoftHyphen/>rück<SoftHyphen/>zu<SoftHyphen/>brin<SoftHyphen/>gen, forscht <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts gemeinsam mit Loashkana in Limsa Lominsa nach. So beginnt ein erbitterter Kampf um das Artefakt, dem die Macht des Giftes innewohnt<Indent/>..."
180,70371,70418,5,43,6,114878,114278,114578,"Rollenaufträge: Nahkampf-Angreifer (Dawntrail)","","Freigeist ist eine schurkische Organisation, die nichts Geringeres im Sinn hat, als Aufstände anzuzetteln und Staaten zu stürzen. Seine Mitglieder agieren auf der ganzen Welt und machen sich die Macht von gestohlenen Artefakten aus Tural zunutze, um ihre Pläne umzusetzen.
Um eines dieser Artefakte wieder zu seinen rechtmäßigen Besitzern zu<SoftHyphen/>rück<SoftHyphen/>zu<SoftHyphen/>brin<SoftHyphen/>gen, forscht <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts gemeinsam mit I'toca in Kugane nach. So beginnt ein erbitterter Kampf um das Artefakt, dem die Macht der Ver<SoftHyphen/>wand<SoftHyphen/>lung innewohnt<Indent/>..."
181,70377,70418,5,43,7,114879,114279,114579,"Rollenaufträge: Physischer Fernkampf-Angreifer (Dawntrail)","","Freigeist ist eine schurkische Organisation, die nichts Geringeres im Sinn hat, als Aufstände anzuzetteln und Staaten zu stürzen. Seine Mitglieder agieren auf der ganzen Welt und machen sich die Macht von gestohlenen Artefakten aus Tural zunutze, um ihre Pläne umzusetzen.
Um eines dieser Artefakte wieder zu seinen rechtmäßigen Besitzern zu<SoftHyphen/>rück<SoftHyphen/>zu<SoftHyphen/>brin<SoftHyphen/>gen, forscht <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts gemeinsam mit Ceetol Ja in Ala Mhigo nach. So beginnt ein erbitterter Kampf um das Artefakt, dem die Macht des Schutzes innewohnt<Indent/>..."
182,70383,70418,5,43,8,114880,114280,114580,"Rollenaufträge: Magischer Fernkampf-Angreifer (Dawntrail)","","Freigeist ist eine schurkische Organisation, die nichts Geringeres im Sinn hat, als Aufstände anzuzetteln und Staaten zu stürzen. Seine Mitglieder agieren auf der ganzen Welt und machen sich die Macht von gestohlenen Artefakten aus Tural zunutze, um ihre Pläne umzusetzen.
Um eines dieser Artefakte wieder zu seinen rechtmäßigen Besitzern zu<SoftHyphen/>rück<SoftHyphen/>zu<SoftHyphen/>brin<SoftHyphen/>gen, forscht <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts gemeinsam mit Tepeke in Radz-at-Han nach. So beginnt ein erbitterter Kampf um das Artefakt, dem die Macht des Glücks innewohnt<Indent/>..."
183,70727,0,2,44,3,114881,114281,114581,"Abschluss (Dawntrail)","","Die Anführer von Freigeist befinden sich in Gewahrsam und die Artefakte wurden ihren rechtmäßigen Besitzern zurückgegeben, doch Apyaahi befindet sich noch immer auf freiem Fuß. Mit ihren wenigen verbliebenen Handlangern schmiedet sie einen verzweifelten Plan. Es liegt an dir, sie der Gerechtigkeit zuzuführen, ehe sie einmal mehr Chaos unter den Nationen der Welt anrichtet."
184,70976,0,3,4,8,114885,114285,114585,"Das Arkadion","","In jedem Herzen brennt ein Feuer. Und trifft Faust auf Faust, Zauber auf Zauber und Seele auf Seele, so flammt dieses auf zu einer wahren Brunst aus Leidenschaft und explodiert schlussendlich in einem Feuerwerk der Energie. Nur an einem Ort können Kämpfer wie Zuschauer Duelle von dieser Intensität erleben<Indent/>- im Arkadion! Und so wird auch der Krieger des Lichts vom Wirbel des Kampfes mitgesogen, die Augen auf nur ein Ziel gerichtet: an der Spitze zu stehen!"
185,70909,0,1,52,3,114884,114284,114584,"Dawntrail (Abschluss)","","Um den Fortbestand ihrer geliebten Endlosen zu sichern, war die Ewige Königin Sphene bereit, in andere Welten einzufallen und sich deren Äther zu beschaffen - eine Gräueltat, welche der Krieger des Lichts und seine Kameraden noch gerade so verhindern konnten. Zurück bleibt Sphenes Königreich Alexandria, welches nun ohne seine Königin steht und dessen Bewohner plötzlich einen längst vergessenen Begleiter in ihrem Alltag begrüßen müssen: den Tod."
186,71018,0,2,7,5,114903,114303,114603,"Hildibrands Fälle (Dawntrail)","","Der kongeniale Kriminologe Hildibrand ist auf Koyo-Koyo getroffen, einen Außerætherischen, und löste auf seine gentlehaftige Art das Rätsel um dessen verschwundenen Freund. Doch plötzlich wurde er von Koyo-Koyos fliegender Untertasse angesaugt, die mitsamt dem Detektiv verschwand. Seitdem hat ihn niemand mehr gesehen."
187,71016,0,3,5,6,114902,114302,114602,"Echos aus Vana'diel","","Nach dem Thronwechsel öffnet sich Mamook der Außenwelt und nach und nach kehren Ruhe und Frieden in das krisengebeutelte Gebiet ein<Indent/>- bis eines Tages ein Bote der Mamool Ja von beunruhigenden Ereignissen im Wald von Yak T'el berichtet. Ferne Erinnerungen hallen zwischen den Bäumen wider und eine Wolke des Unheils zieht auf<Indent/>... Welche Geheimnisse verbergen sich tief im Herzen des Waldes?"
188,70788,0,3,4,7,114882,114282,114582,"Pandæmonium (Epilog)","","Nachdem <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts die finsteren Pläne Athenas in den Tiefen des Pandæmoniums durchkreuzt hat, wird <If(PlayerParameter(4))>sie<Else/>er</If> erneut zu Professor Claudien gerufen. Diesmal handelt es sich um einen ganz besonderen Spezialauftrag, der direkt in die Ver<SoftHyphen/>gangen<SoftHyphen/>heit nach Elpis führt. Es gilt, Erichthonios einen Herzenswunsch zu erfüllen<Indent/>..."
189,70353,0,2,55,1,114883,114283,114583,"Rollenaufträge (Dawntrail): Auftakt","","Das für seine Tacos in ganz Tuliyollal berühmt-berüchtigte Xbalyav Ty'e: ein Ort für Feinschmecker aus aller Welt. Doch seit Neuestem soll es auch so manch einen Gesetzlosen an seine gemütlichen Holztische treiben. Das gefällt dem Inhaber des Restaurants, Br'uk Evu, natürlich gar nicht gut, weshalb er einen Plan ausheckt, um mit dem Schurkenpack fertig zu werden<Indent/>..."
190,70978,0,2,49,4,114886,114286,114586,"Des Händlers Liebesmüh","","Ein Brief von der Klaubergilde führt dazu, dass <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts Y'nazqhas Bekanntschaft macht, die sich als keine Geringere als Y'shtolas Schwester herausstellt. <If(PlayerParameter(4))>Die Kriegerin<Else/>Der Krieger</If> des Lichts beschließt, ihrer ungewöhnlichen Bitte nachzukommen und gemeinsam mit ihr in ein magisches Buch einzutauchen, das ihr Vater ihr hinterlassen hat. Im Hand<SoftHyphen/>umdrehen werden sie zu Figuren aus dem Märchen „Des Händlers Liebesmüh“ und kämpfen sich zusammen bis zum letzten Kapitel durch."
191,70009,0,2,58,1,114887,114287,114587,"Aufträge der Magieakademie (Handwerker/Sammler): Auftakt","","Im Herzen der Stadt des Wissens thront sie, die Magieakademie von Sharlayan. Dort, wo sich die klügsten Köpfe des Gestirns versammeln, werden auch die kuriosesten Anfragen gestellt. Und eben dort wird <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts von Qih Aliapoh angesprochen, die selbst an der Akademie tätig ist. Sie sieht in <If(PlayerParameter(4))>der bescheidenen Abenteurerin<Else/>dem bescheidenen Abenteurer</If> genau <If(PlayerParameter(4))>die Richtige<Else/>den Richtigen</If>, um den diversen Professoren, Dozenten und Lehreren der Akademie zur Hand zu gehen. Doch wird es gelingen, die oftmals unmöglich klingenden Wünsche auch zu erfüllen?"
192,69674,0,7,56,1,114888,114288,114588,"Aufträge des Instituts für Archäologie","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Rurusha vom Institut für Archäologie sucht <If(PlayerParameter(4))>eine Fachfrau<Else/>einen Fachmann</If>, um ein ganz bestimmtes Artefakt zu restaurieren. Dabei geht es um nichts Geringeres als den Goldenen Dhyata, eine Art magische Marionette mit besonderen Fä<SoftHyphen/>hig<SoftHyphen/>kei<SoftHyphen/>ten."
193,69681,0,7,56,2,114889,114289,114589,"Aufträge des Astronomischen Instituts","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Jules, das einzige Mitglied der Forschungsgesellschaft für Klassische Astronomie am Astronomischen Institut, hat es sich in den Kopf gesetzt, die Existenz des sogenannten Blauen Sterns zu beweisen. Dies ist keine leichte Aufgabe, doch es wird der kuriose Plan ersonnen, dafür ein spezielles Teleskop herzustellen: den Sternenbeobachtungsspiegel."
194,69688,0,7,56,3,114890,114290,114590,"Aufträge des Medizinischen Instituts","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Das Medizinische Institut widmet sich der Aufgabe, eine Mahlzeit zu entwickeln, die all die Nährstoffe enthält, die ein erwachsener Körper zum Überleben braucht. Leider schmecken die Prototypen grauenvoll, und das kann Professor Galveroche so nicht stehen lassen. Für ihn ist die kulinarische Komponente ebenso wichtig wie die ernährerische."
195,69695,0,8,57,1,114891,114291,114591,"Aufträge des Kulturwissenschaftlichen Instituts","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Hinageshi, eine Mitarbeiterin des Kulturwissenschaftlichen Instituts, ist in Professor Tankin verliebt. Doch der gute Professor ist so sehr mit seiner Forschung beschäftigt, dass er davon einfach nichts mitbekommt. Ob das neue Forschungsprojekt der beiden daran etwas ändern kann?"
196,69702,0,8,57,2,114892,114292,114592,"Aufträge des Ätherologischen Instituts","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Das Ätherologischen Institut steht kurz vor seiner Schließung, weil sein Dozent T'laqa Tia wegen akuter Ätherüberreizung keine Feldforschung betreiben kann. Damit die ätherische Erforschung von Gewässern fortgesetzt werden kann, benötigt er Fänge aus verschiedenen Regionen."
197,70010,0,2,59,1,114893,114293,114593,"Aufträge der Magieakademie (Handwerker/Sammler): Abschluss","","Rektor Montichaigne möchte ein Symposium veranstalten und lädt dazu fünf seiner führenden Forscherkollegen ein. Auch Searchingway, seines Zeichens wissbegieriger Loporrit vom Mond, bittet darum, dem interdisziplinären Wissensaustausch beiwohnen zu dürfen."
198,70502,0,2,58,11,114894,114294,114594,"Aufträge von Wachumeqimeqi (Handwerker/Sammler): Auftakt","","Ropli vom Markt von Wachumeqimeqi ist bei seiner Suche nach einem fähigen Handwerker auf <If(PlayerParameter(4))>die Kriegerin<Else/>den Krieger</If> des Lichts gestoßen und berichtet <If(PlayerParameter(4))>ihr<Else/>ihm</If> von den Sorgen, die die einzelnen Ladeninhaber haben. Der Name des Marktes bedeutet so viel wie „Haus der unzähligen Perlen“. Ropli hofft sehr, dass sich in eben jenen Perlen schon bald wieder die freudigen Gesichter von Händlern und Kunden spiegeln."
199,70510,0,7,56,11,114895,114295,114595,"Aufträge von XRral Soj Metallwaren","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
XRral Soj Metallwaren rühmt sich damit, seine Töpfe und Messer schnell und präzise zu fertigen. Die kürzlich angestellte Mitarbeiterin Papawni, eine ehemalige Topfwerkerin, versteht sich vor allem auf die Bearbeitung seltener Metalle. Doch die wollen erst mal besorgt werden, damit die Geschäfte brummen können."
200,70517,0,7,56,12,114896,114296,114596,"Aufträge von Pamekas Briefwerkstatt","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Viele Bewohner von Tuliyollal können nicht gut lesen und schreiben und nehmen deshalb die Dienste von Pamekas Briefwerkstatt in Anspruch. So wie Zemoweni, der die Legenden und Anekdoten, die ihm die Gäste im Xbalyav Ty'e berichten, gerne für die Nachwelt erhalten möchte. Das geballte Wissen will natürlich nicht nur niedergeschrieben, sondern auch gebunden werden. Und dafür benötigt Pameka Hilfe."
201,70524,0,7,56,13,114897,114297,114597,"Aufträge von Xeerol Jas Safterei","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Xeerol Jas Safterei droht im wahrsten Sinne des Wortes der Saft auszugehen. Um dem Laden wieder auf die Beine zu helfen, möchten die Inhaberin Xeerol Ja und der Moblin-Sammler Halnaruk gesunde Getränke entwickeln, die auf die Bedürfnisse der einzelnen Regionen abgeschnitten sind."
202,70531,0,8,57,11,114898,114298,114598,"Aufträge von Shunyes Apotheke","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Der shetonische Apotheken-Inhaber Shunye klagt über miese Geschäfte. Da kommen ihm <If(PlayerParameter(4))>die Kriegerin<Else/>der Krieger</If> des Lichts und eine Viera namens Uvlo, die sehr am Volk der Shetona interessiert ist, gerade recht. Er spannt sie ein, ihm bei der Materialbeschaffung zu helfen, und plaudert dabei so einiges über seinen Laden und die Shetona aus dem Nähkästchen."
203,70538,0,8,57,12,114899,114299,114599,"Aufträge von Donuhanus Fabelhaften Fischen","","<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bei diesen Aufträgen müssen keine Sammlerstücke mehr abgegeben werden.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
Monsterfische erfreuen sich in Tuliyollal nicht gerade besonderer Beliebtheit, was Donuhanu gerne ändern möchte. Ein glücklicher Zufall, dass just in diesem Moment der Whalaqee-Magier Pashenine erscheint, ein Meister der Fischillusionsmagie, der für sein Handwerk eben jene Fische benötigt. Nun braucht es nur noch <If(PlayerParameter(4))>eine Fischerin, die<Else/>einen Fischer, der</If> mutig genug ist, sie aus dem Wasser zu ziehen."
204,70503,0,2,59,11,114900,114300,114600,"Aufträge von Wachumeqimeqi (Handwerker/Sammler): Abschluss","","Tuliyollal hat in seiner kurzen Zeit als Königreich bereits einiges mitgemacht. Das hat die Bewohner zusammengeschweißt und sorgt für einen steten Strom von Zuwanderern in die Hauptstadt. Damit die neuen Mitbürger sich zu Hause fühlen, möchte Ropli ein großes Wachumeqimeqi-Dankesspektakel veranstalten."
205,0,0,0,0,0,0,0,0,"","",""
206,0,0,0,0,0,0,0,0,"","",""
